Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
"Well, I take my rescue inhaler here and there, as needed. Sometimes I take nebulized albuterol, that's if I'm not feeling well, but I haven't done that in a long while. I take, I have to say TRELEGY. It's a LABA, a LAMA and a corticosteroid, I think. I didn't want to use the wrong words. And that's why I gave you the drug name too.",us,copd,No,No,Yes,"rescue, [not] want, wrong",0.504322105,0.891627757,0.922416787,0.538907277,0.356704785,0.841058234,0.415282107,0.00238027,0.024614493,0.011293953,0.431802676,0.710924275,0.933345328,0.238516701,0.933454695,0.070003025,0.613356775,0.346407367,0.609792748,0.335767595,0.57186626,0.639799185,0.464614582,0.069767873,0.424136198,0.443936217,0.932343714,0.102899409,0.748843734,0.296142533,0.819867198,0.213535255,0.579168008,0.767124057,0.768626213,0.358077079,0.512481451,0.713310719,0.686378658,0.640091717,0.395881176,0.403021485,0.506799281,0.658617079,0.465148449,0.678936899,0.436629266,0.663456559,0.635052383,0.506799281,0.32343483,0.141952917,0.586108863,0.081046991,0.562844813,Representativeness,0.091755092,0.194485351,0.085597195,0.820435166,0.984330356,1.84E-09,0.283559948,0.999999762,0.999999762,to Prescribe,intent1,0.244189935,77,any problems with the breathing before then,40,83,norm,norm2
"And then things like Mucinex, which is really important for the mucus. And sometimes cough pills, sometimes anxiety pills. I consider the anxiety due to the COPD. I didn't have anxiety until... It took a while for me to realize what COPD meant. And it took me a while to realize that I had developed anxiety. I couldn't accept either, I guess.",us,copd,No,No,No,"important, cough, anxiety, anxiety, [not] anxiety, anxiety, accept",0.833089161,0.150558138,0.722128966,0.795838851,0.57038488,0.199456423,0.020971359,0.360310583,0.468021644,0.503835372,0.2153239,0.447529522,0.08094263,0.045580396,0.906814908,0.347916978,0.792286432,0.15783284,0.390122701,0.757139778,0.241373455,0.058421838,0.421878636,0.469339579,0.729454191,0.705432517,0.4101586,0.251123134,0.381616929,0.844824889,0.537072942,0.741314478,0.90237881,0.756207287,0.692077339,0.316844583,0.625292897,0.678863227,0.714144111,0.591989458,0.423461825,0.400656104,0.446543306,0.613090634,0.475132078,0.71687299,0.552424729,0.627002239,0.647042155,0.446543306,0.42681995,0.168934375,0.499184072,0.171254709,0.499562234,Representativeness,0.220890626,0.300350636,0.313161403,0.396125406,0.999982357,1.61E-05,0.99343127,5.15E-08,0.999999642,to Treat,intent1,0.244189935,77,", okay. And",4,15,attitude,attitude0
"Certainly any new activity that I would have to do by myself. I do go places by myself, but if I had to go somewhere new by myself at this point, I would avoid it, which is wrong I know, because I probably can do it. I avoid a lot of things, like I don't go anywhere. I could use COVID as an excuse, but I'm afraid to go anywhere. I wouldn't go to the grocery or to Target or to Kohl's or any of my normal haunts and I'm not saying I'm saving money by not going there because I can shop my brains out, in my pajamas online. So you become like a hermit.",us,copd,No,No,No,"avoid, wrong, can, avoid, afraid, saving",0.439191907,0.563779815,0.78657975,0.134871553,0.112654615,0.787403055,0.329309629,0.211588227,0.727509493,0.23538378,0.489191388,0.687922493,0.288503948,0.451102492,0.304782884,0.393808089,0.290617415,0.815396504,0.399901264,0.747116769,0.400750845,0.988674324,0.895998811,0.18386833,0.205262201,0.367041411,0.126518787,0.303366779,0.977605137,0.192649389,0.832326322,0.638041957,0.984902925,0.475869238,0.561644137,0.312782884,0.648266375,0.518268943,0.456641018,0.457208455,0.409497112,0.377839506,0.29279694,0.413432837,0.447620928,0.770728528,0.344767034,0.494048834,0.329823464,0.29279694,0.212588698,0.396884769,0.580522239,0.339177877,0.43338415,Social proof,0.259288937,-0.038406692,-0.128355995,-0.364594787,0.010373672,0.558815479,0.993608892,0.999876499,1,to Prescribe,intent0,0.411236282,78,tell you about,91,105,attitude,attitude1
"Can I go out and ride my bicycle? I rode it to the corner. I didn't like that. I was out of breath and was afraid to go further because I guess it's something I'm not used to, riding with oxygen on your back. And it's just, I'd like to do that too. I'd like to say ""Sure, have the grandkids come over and I'll take care of them and we'll stay up all night baking brownies."" Oy. And this all happened so fast. I went from, I was the one in control of everything, to now just getting by. Yes, I can shower myself. I can take myself to the doctor. I can get up and down the stairs. You can leave me alone unsupervised, but it takes away a lot of who I am.",us,copd,No,No,Yes,"[not] like, afraid, take, in, leave",0.65905922,0.522822398,0.521265829,0.197260116,0.950701996,0.058966072,0.061916053,0.749215219,0.919517294,0.353140456,0.284141152,0.775851101,0.213471447,0.930725391,0.759232573,0.240475751,0.688785187,0.373805728,0.691873364,0.352159502,0.007095147,0.788985341,0.678050401,0.645125034,0.378184997,0.353475546,0.206275818,0.184714044,0.731629618,0.286735667,0.773637876,0.49201979,0.595916754,0.668231845,0.673313975,0.331323802,0.604888022,0.642345846,0.620049894,0.550207078,0.405720741,0.401411235,0.412971705,0.553766668,0.461853415,0.73573637,0.45408687,0.583736837,0.533782184,0.412971705,0.315865904,0.249921575,0.551753879,0.196022019,0.485077709,Social proof,0.430766702,0.197870865,0.57665956,-0.857506871,0.130016014,2.77E-07,0.00075291,0.999900699,0.992199481,to Prescribe,intent0,0.411236282,78,do the baby thing on the,30,54,norm,norm1
"Okay. The reason I must say, that my biggest goal in life is not to be hospitalized, is because you're strong. You're good. And now you have an exacerbation and you land up, in the hospital and you are fighting to breathe and they're destroying you with the steroids. You're a mess, but it's time to go home. So now here you are, all the way down here. You have to go home, struggle your way back up, to not even where you were before and two months later, again an exacerbation. You're in the hospital. Again, they knock the heck out of you until there's nothing left and now you're even lower and they send you home. You got to work it up, exercise, eat right. It's exhausting. It's a constant battle.",us,copd,No,No,Yes,"strong, good, fighting, destroying, struggle, heck, nothing, right, exhausting, constant",0.161266317,0.900955518,0.010907781,0.660058944,0.135762388,0.080581998,0.623988995,0.973463887,0.360029514,0.830809039,0.98759887,0.393522832,0.464508268,0.017471697,0.729382869,0.168905144,0.791146902,0.407500639,0.275447509,0.601074089,0.537960953,0.706391769,0.992704431,0.681689222,0.073735475,0.531619774,0.896352334,0.991182699,0.453874614,0.630014429,0.213007123,0.895748872,0.680813697,0.702258825,0.722376764,0.340587556,0.560075879,0.67745322,0.637345076,0.593185663,0.399542391,0.407155871,0.446837634,0.601092815,0.459504962,0.708675146,0.44415772,0.608615696,0.572697818,0.446837634,0.320014298,0.200300172,0.574785769,0.153105244,0.514906824,Representativeness,0.177237138,0.506986797,0.264589936,0.810653627,0.000112067,0.989189506,1.98E-06,0.998798013,0.003734455,to Treat,intent5,0.22964543,79,Okay. I,20,27,norm,norm1
"They don't realize that unless they've been through it, because I myself did not realize that. And I wish there was a handbook for COPD people and that would be included in... I remember my doctor saying to me in the beginning, first time I was hospitalized, ""Well, we'll keep you out of the hospital,"" but you know what? He didn't explain why. And if he explained why, I might have fought harder to stay out of the hospital, I would've washed my hands more. This mask wearing, I hate it. It's great. You know, don't talk to anybody. Don't kiss or hug. It's all good. I haven't been in the hospital for a year and a half now.",us,copd,No,No,No,"well, stay, hate, great, hug, good",0.30488404,0.242942169,0.804964376,0.911694628,0.507793983,0.304679576,0.312335885,0.674890818,0.685369503,0.617009965,0.819795095,0.707734886,0.392720575,0.077920412,0.042911848,0.000112582,0.975371776,0.280018462,0.984857564,0.98628811,0.048227626,0.255198648,0.467737862,0.369779421,0.940701069,0.500212173,0.635397337,0.838258061,0.870147753,0.053035641,0.620956975,0.74924979,0.597667605,0.709013283,0.663357317,0.299598277,0.632335722,0.664600134,0.687585056,0.569885433,0.431453735,0.404411495,0.400865167,0.541367114,0.479295254,0.741289496,0.555936277,0.603982449,0.591934383,0.400865167,0.408936709,0.213253751,0.480710149,0.220557958,0.46892345,Social proof,0.344791591,0.454592705,0.54426527,-0.189548239,3.90E-05,0.920819223,0.999681771,0.999998927,0.021422606,to Prescribe,intent1,0.431936689,80,done it three,22,35,attitude,attitude0
"I'm coming from a severe point of view. I have severe COPD. Maybe there's enough for people with mild to moderates. I don't know what that is. If that's what I had before I had this and I didn't know it, I guess it's okay. Maybe there's enough for them, but there's not enough for people with severe COPD because we are really suffering. And the only thing is a lung transplant, which has another list of issues going with it. So I can't decide which issues I prefer to have more.",us,copd,No,No,No,"severe, severe, mild, not, [not] know, [not] enough, severe, suffering, issues, [not] issues",0.249588098,0.581256837,0.411073089,0.876831114,0.245529532,0.403242513,0.851306798,0.969668577,0.342696832,0.969260924,0.896928774,0.612120609,0.46894991,0.729254827,0.546780722,0.469955194,0.867273357,0.426820255,0.580763827,0.762040181,0.985917017,0.237403112,0.654356639,0.955607925,0.076706973,0.638470037,0.687711522,0.092291029,0.369071371,0.665643021,0.956746983,0.678205475,0.976033292,0.721539617,0.701312542,0.310504347,0.567086577,0.677853167,0.692987442,0.613208652,0.418226749,0.397984475,0.440633088,0.594528556,0.467334867,0.695528209,0.504825175,0.635301411,0.610016644,0.440633088,0.389142752,0.195334107,0.521944225,0.192865252,0.523344457,Representativeness,0.222040072,0.408421874,0.407244354,0.533541143,0.000476427,5.99E-06,4.76E-05,0.998206496,0.962994754,to Prescribe,intent1,0.431936689,80,"same EECP, you've done it three or four",4,43,norm,norm2
"But the thing is, if I had known I had COPD before I was severe and out of control, maybe I could have started then to do something about it. Well, would I believe them and still been sassy like I was? I don't know. But if I had known earlier that exercise, which I've never done my whole life, makes a difference, would I have done it? Would I have stopped smoking earlier? I remember a pulmonologist many years ago saying to me, ""If you stop smoking, you can reverse the damage to your lungs now."" Hey, yo, I was however old, must have been in my forties. ""No, thank you."" Why didn't he explain to me? I didn't know what COPD was. I actually didn't know until I got it. I never understood. And that's why it's important that you want to explain to doctors how we feel people, they should know, because I don't think they understand and I think there should be earlier interventions.",us,copd,No,No,No,"out, believe, sassy, [not] know, makes, thank, not, [not] know, important, [not] know, [not] understand",0.774938654,0.53747874,0.462632323,0.386922227,0.014709992,0.938814564,0.874819455,0.395963918,0.183715604,0.437400028,0.872669349,0.61274598,0.395816163,0.392903638,0.289268421,0.807360541,0.754738616,0.850725917,0.309865023,0.462427525,0.353568809,0.634616722,0.514742628,0.315580481,0.259973168,0.751050815,0.985543539,0.194458523,0.17509959,0.368241662,0.82760273,0.188042038,0.505930099,0.704945028,0.63550818,0.294058621,0.642556012,0.647904992,0.687692046,0.556413531,0.435919404,0.396603316,0.390230745,0.534743249,0.474135369,0.733409703,0.566222489,0.587512255,0.583425581,0.390230745,0.415715307,0.227621675,0.466022789,0.238713786,0.463214487,Social proof,0.119166061,0.403595001,-0.268431842,0.898759425,0.00447048,8.06E-07,2.29E-05,0.996532321,0.030217534,to Prescribe,intent1,0.431936689,80,or four,36,43,control,control2
"Okay. As far as treatment options, I think that there's a need for more treatment options for people with, I don't know about moderate, but certainly severe COPD. It's very hard to manage, with what they have available. I know because I'm on the optimum amount of medication that they would give to a person like me. That's the other thing. It's not one-size-fits-all. And I think that we need more options because different people react differently to different drugs. And the other thing is, I think that there should be earlier intervention with the medications, perhaps avoiding people from getting to that severe level and stopping this in a more moderate range.",us,copd,No,No,Yes,"need, [not] know, severe, hard, need, severe, moderate",0.881326135,0.914169876,0.542488666,0.578964088,0.784663309,0.87104471,0.620990261,0.776519474,0.379796528,0.222619678,0.90276094,0.603667293,0.006116381,0.374576148,0.324498342,0.589769552,0.346900766,0.481657631,0.4493907,0.673820971,0.614705731,0.450149686,0.153487346,0.07302162,0.045795864,0.537528184,0.51257922,0.828180879,0.212352994,0.481766883,0.704264687,0.971717548,0.596366047,0.501986921,0.64841938,0.34627375,0.559182048,0.582819462,0.439163685,0.515249491,0.381235361,0.39933458,0.362454623,0.493147075,0.428734422,0.729442656,0.270405531,0.507300913,0.341006607,0.362454623,0.14474234,0.36099416,0.646080196,0.258676797,0.48924613,Social proof,0.204960927,0.478347838,0.581013262,0.66495502,0.999878168,8.72E-07,1.68E-06,0.537455618,0.998311043,to Prescribe,intent0,0.860340556,81,"the ultrasound of the heart, is this every time you go, every three months, they do",49,132,attitude,attitude0
"Okay. I think that they need to know that not all patients are the same. You can't go with the gold standard. Each of us need to be looked at, as individuals, because we react differently to different medications, different treatment options. Our anxiety levels are different. Our family lifestyles and support groups are different. We're all different and we need to be treated differently. Also there should be education so that we can be treated sooner in our disease cycle. They need to know. And that we don't want to be suffering in the severe range. It's bad enough that it's mild to moderate. Let's keep it there and let's treat earlier and make people aware of what their disease is, and what can be done to help.",us,copd,No,No,Yes,"[not] know, standard, anxiety, support, disease, [not] know, [not] want, severe, bad, mild, moderate, disease",0.595256304,0.664828151,0.874272774,0.780380922,0.820118728,0.219731539,0.040108955,0.025049225,0.265475042,0.06492071,0.374967775,0.234063076,0.24623922,0.1504918,0.010671738,0.597437852,0.681189018,0.730410051,0.285350791,0.958080627,0.015846371,0.33165163,0.021076442,0.543763662,0.63485012,0.680779203,0.078872461,0.825059454,0.306459775,0.999249562,0.224557759,0.402103277,0.777947391,0.645717382,0.601251483,0.310924768,0.688543379,0.602214813,0.617241025,0.511157572,0.438953906,0.396981984,0.356943846,0.513057113,0.470024318,0.756435394,0.526271105,0.525113344,0.512915075,0.356943846,0.388855368,0.307383716,0.523181677,0.300775349,0.457566887,Social proof,0.242532268,0.469614714,0.503852367,0.498764247,0.000233651,0.999998689,0.993752182,0.999988198,0.051961888,to Treat,intent0,0.860340556,81,"this every time you go, every",81,110,control,control1
"Coughing, my scratchy throat is from the medications because of the COPD. I'm exhausted. And the big one of course, which I leave for last, is I'm short of breath.",us,copd,No,No,No,"coughing, exhausted, short",0.305144224,0.567395225,0.716641866,0.744732033,0.939211567,0.002067271,0.555545138,0.887518532,0.279622284,0.31239855,0.666510058,0.583099966,0.027647123,0.974794637,0.77223665,0.209305527,0.72735935,0.661874754,0.126531393,0.274000164,0.756196272,0.650639769,0.782996641,0.499472673,0.578860612,0.384787074,0.297388206,0.753081311,0.574172903,0.20898677,0.739288173,0.077211547,0.555783479,0.725599229,0.645882666,0.297685832,0.63178587,0.6400913,0.696716845,0.554636717,0.408709258,0.389698744,0.404035211,0.573031306,0.459901839,0.704759777,0.53714031,0.600389361,0.621805489,0.404035211,0.416309088,0.185713068,0.469194055,0.19539459,0.470075667,Representativeness,0.149940476,0.569907546,0.178199455,0.897571325,0.189503029,0.999923587,0.134741753,0.998662353,0.99841857,to Prescribe,intent0,0.860340556,81,they do,41,48,control,control1
"And that's it on the meds, I think.",us,copd,No,No,No,,0.199356003,0.987460217,0.70340129,0.163083081,0.215316314,0.290797927,0.144553672,0.489419331,0.545941088,0.509147634,0.501165839,0.432260263,0.971463752,0.989677306,0.866399346,0.278511336,0.13995342,0.825659982,0.82561488,0.270603926,0.746504613,0.27332996,0.05354871,0.487145649,0.899674358,0.808307842,0.126384523,0.515674078,0.370185617,0.450189031,0.659315879,0.697746913,0.72348868,0.67617172,0.657911658,0.314055532,0.618155241,0.591062129,0.603321612,0.533438206,0.397871464,0.348870486,0.404687434,0.56079936,0.451275259,0.726153791,0.393278748,0.594224393,0.538395345,0.404687434,0.328391731,0.258237928,0.550013304,0.213729545,0.51761502,Social proof,-0.152748555,0.277299702,0.631696165,0.993326008,0.999932647,2.08E-06,0.068548679,0.000881228,0.201418608,to Prescribe,intent0,0.860340556,81,", is this every time you go, every three months, they do",76,132,attitude,attitude2
